videoId,title,lengthSeconds,keywords,shortDescription,allowRatings,viewCount,author,isPrivate
10VXosLL98E,"Ahmedabad plane crash: Air India flight AI171 crashes, 242 on board",114,ahmedabad plane crash; gujarat plane crash; air india plane crash; Ahmedabad plane crash; Air India flight crash; AI171 crash news; Boeing 787 Dreamliner accident; Ahmedabad London flight; Sardar Vallabhbhai Patel Airport; flight crash India; Air India accident update; Ahmedabad airport closed; DGCA news; aviation emergency India; breaking news; top news; plane crash in ahmedabad,"An Air India flight from Ahmedabad to London Gatwick, operating as Flight AI171, crashed shortly after takeoff on June 12, 2025. The aircraft involved was a Boeing 787-8 Dreamliner, with 230 passengers and 12 crew members on board.

According to authorities, the flight included 169 Indian nationals, 53 British nationals, one Canadian, and seven Portuguese nationals. The aircraft departed from Runway 23 of Sardar Vallabhbhai Patel International Airport, Ahmedabad, at 1:39 PM IST, and issued a ‘MAYDAY’ distress call soon after. It then lost contact with Air Traffic Control (ATC).

As per the Directorate General of Civil Aviation (DGCA), the plane crashed just outside the Ahmedabad airport perimeter, with thick black smoke reported at the crash site.

The pilot in command, Captain Sumit Sabharwal, had over 8,200 hours of flying experience. The co-pilot had clocked in around 1,100 hours.

Air India confirmed the incident in a public statement, noting that updates would be shared via its official website and social media channels.

#Ahmedabadplanecrash #ahmedabad   #airindia  #aI171 #planecrash  #aviationnews  #flightAI171 #ahmedabadairport  #breakingnews  #boeing787  #dreamlinercrash 

Thank you for watching our video!

You can subscribe to our channel here: https://bit.ly/3c8Adi6 

Visit https://www.thehindu.com/ for the latest updates, analysis, opinions, and more. 

You can also download our apps:
Android: https://bit.ly/3nboBEi
iOs: https://apple.co/3EDCwt4

The Hindu is committed to keeping you up-to-date with information on the developments in India and the world. We promise to deliver quality journalism that stays away from vested interest and political propaganda. You can support us by subscribing to our digital offerings here: https://bit.ly/3emywiz 

Follow us: 
Twitter: https://twitter.com/the_hindu 
Instagram: https://www.instagram.com/the_hindu/",TRUE,694694,The Hindu,FALSE
BhwpNOAmL0c,"Miracle! Air India Passenger Emerges After Ahmedabad Plane Crash, Reveals Survival Story | Watch",197,ahmedabad plane crash; air india plane crash; india news; air india crash survivor; ahmedabad plane crash survivor; vishwas kumar; ahmedabad plane crash death toll; plane crash; india plane crash; plane crash news,"In a miraculous turn amid tragedy, one passenger—Vishwash Kumar, seated on 11A—survived the devastating Air India Boeing 787 crash in Ahmedabad on June 12, 2025. Vishwash recounted the horror of waking up surrounded by bodies and debris, managing to escape the wreckage and reach safety. His survival story has brought a glimmer of hope as rescue teams continue their search for more survivors. 

INDIA NEWS 

#AhmedabadPlaneCrash #AirIndiaCrash #Survivor #VishwashKumar #PlaneCrashSurvivor #Boeing787 #BreakingNews #SurvivorStory #RescueOps #Tragedy #DoctorsHostelCrash #VijayRupani",TRUE,303950,Hindustan Times,FALSE
UtORKKpmSAQ,Air India crash: What could have gone wrong?,171,crash; flight; gatwick; india; news; plane; sky; world; air india,"The Indian Civil Aviation Minister has confirmed that a formal investigation has been launched by the Aircraft Accident Investigation Bureau following the fatal plane crash in Ahmedabad.

Our science correspondent, Thomas Moore, has been looking at what could have gone wrong.

Follow the latest updates: https://news.sky.com/story/india-plane-crash-gatwick-latest-ahmedabad-airport-live-sky-news-13382494

#india #plane #crash #airindia #skynews 

SUBSCRIBE to our YouTube channel for more videos: http://www.youtube.com/skynews 
Follow us on Twitter: https://twitter.com/skynews 
Like us on Facebook: https://www.facebook.com/skynews 
Follow us on Instagram: https://www.instagram.com/skynews 
Follow us on TikTok: https://www.tiktok.com/@skynews 

For more content go to http://news.sky.com and download our apps: Apple https://itunes.apple.com/gb/app/sky-news/id316391924?mt=8 Android https://play.google.com/store/apps/details?id=com.bskyb.skynews.android&hl=en_GB 

Sky News Daily podcast is available for free here: https://podfollow.com/skynewsdaily/ 

Sky News videos are now available in Spanish here/Los video de Sky News están disponibles en español aquí: https://www.youtube.com/channel/UCzG5BnqHO8oNlrPDW9CYJog 

To enquire about licensing Sky News content, you can find more information here: https://news.sky.com/info/library-sales",TRUE,613451,Sky News,FALSE
T1BftGlXYQI,Air India Plane Crash: Teen Who Recorded Viral Air India Crash Video ‘Very Scared’ | Ahmedabad Plane,133,air india; air india crash; air india plane crash; india; air india plane; air india crash ahmedabad; air india flight; air india flight crash ahmedabad; air india flight crash; air india plane crash news; india plane crash; air india plane crash today; air india plane crash ahmedabad; air india plane crash in ahmedabad; air india flight 171; air india plane fell; air india crash survivor; indian plane crash; ahmedabad plane crash air india,"Air India Plane Crash: Teen Who Recorded Viral Air India Crash Video ‘Very Scared’ | Ahmedabad Plane

A 17-year-old boy in Ahmedabad, who unwittingly captured a viral video of Thursday's devastating Air India AI 171 plane crash, has given his statement to the police, officials said on Saturday. The teenager identified as Aryan shared his experience that left him visibly distressed and struggling to cope with it.

He told reporters he was simply filming the plane on his mobile phone near his rented home, completely unaware that the aircraft would soon transform into a ""ball of fire."" His video, which instantly went viral, gave one of the immediate perspectives of the tragedy.

#airindiaplanecrash #mayday #aviation #ahemdabad #ahemdabadplanecrash #airindia #mayday #airindiacrash 

Don’t forget to like, comment, and subscribe for more breaking news and updates!

You can give your valuable feedback in the comments or email us on DNA@dnaindia.com.

About Channel:

Welcome to the DNA India, your one-stop platform for all the fastest and most comprehensive English and Hindi news coverage and analysis. Follow us for latest updates on all big developments, explainers, analysis, interviews, ground reports and talk shows. We bring out the different angles to major national and international news stories grabbing headlines.

DNA India presents India news, International news, Entertainment news and gossip, Business and Technology news, Education news, Utility news and Viral news.

- Subscribe Channel: https://bit.ly/43vtFGh 
- To watch more such videos, click:  https://www.dnaindia.com/videos
- Follow Us on Google News: http://bit.ly/Dnaindia 
- Follow Us on Facebook: https://www.facebook.com/dnaindia/ 
- Follow Us on Twitter: https://twitter.com/dna 
- Website: https://www.dnaindia.com/
- Instagram: https://www.instagram.com/dna_india/",TRUE,35902,DNAIndiaNews,FALSE
N3r8GEDeRck,The Moment an Air India Flight Crashed Near Ahmedabad Airport,23,ahmedabad plane; ahmedabad plane crash; ahmedabad plane crash news; ahmedabad plane crash live; ahmedabad mein plane crash; ahmedabad plane crash news today; gujarat plane crash; gujarat plane crash news; gujarat plane crash video; gujarat plane crash hadsa; ahmedabad news; ahmedabad news live; ahmedabad flight news today; ahmedabad flight crash; air india plane crash; air india plane crash today; air india plane crash news; gujarati news live; gujarat news plane crash,"An Air India flight bound for London crashed near Ahmedabad’s Meghani area shortly after takeoff, carrying over 195 passengers and crew. Emergency teams rushed to the scene as details unfold.

#airindia #crash #ahmedabadnews #planecrash #indianexpress 

The Indian Express covers a wide spectrum of national and international news, including daily updates, political developments, election coverage, gadget and mobile reviews, technology updates, entertainment news, Bollywood trends, sports news and public opinions on daily topics.

The Indian Express's comprehensive coverage extends to global events, providing insightful analysis on international affairs. With a focus on both Indian and global perspectives, the Indian Express delivers top-notch editorial analysis and in-depth reporting. Stay informed with the latest news, trends, explained and expert views from India and around the world.

You can search us on YouTube by: @indianexpress, indian express, indian express newspaper today,indian express newspaper,indian express editorial analysis,indian express analysis,indian express analysis today,indian express,indian express news,the indian express newspaper analysis,the indian express,the indian express newspaper analysis today,the indian express editorial analysis,the indian express newspaper.

Stay Tuned To Indian Express For More Updates: https://indianexpress.com/

Watch Out Our Weekly Shows:
?? Political Pulse - https://youtube.com/playlist?list=PLrDg7LoYgk9yWQFKrxgIIWgWV-Mbq2jwC
?? Express Explained In 60 Seconds - https://youtube.com/playlist?list=PLrDg7LoYgk9wf6MYiN9rR3zN3f-lWmfaS
?? Zero Hour with Derek O' Brien - https://youtube.com/playlist?list=PLrDg7LoYgk9w95L5sHxAhGVlNgsRFhMHq
?? Indian Express Explained - https://youtube.com/playlist?list=PLrDg7LoYgk9y8Wm50M57nutw5usWUkb-k
?? UPSC Essentials- https://www.youtube.com/watch?v=TuhtH8j4stw&list=PLrDg7LoYgk9wBTnLuSQmbj1_6U1K6IOYI

#LatestNews #BreakingNews #EnglishNews 

Subscribe to our Channel:
The Indian Express: http://goo.gl/RjJrX0

Subscribe to our Network Channels:
Jansatta (Hindi): https://www.youtube.com/c/Jansatta
Loksatta (Marathi): https://www.youtube.com/LOKSATTA
The Financial Express https://www.youtube.com/c/FinancialExpress
Express Drives (Auto): https://www.youtube.com/c/ExpressDrives
Inuth (Youth): https://www.youtube.com/c/InUthdotcom
Indian Express Bangla: https://www.youtube.com/c/IndianExpressBangla
Indian Express Punjab: https://www.youtube.com/@indianexpresspunjab
Indian Express Malayalam: https://www.youtube.com/c/iemalayalam
Indian Express Tamil: https://www.youtube.com/@indianexpresstamil

Connect with us:
Facebook: https://www.facebook.com/indianexpress
Twitter: https://twitter.com/indianexpress
Indian Express App: http://indianexpress.com/apps/
Official Website: https://indianexpress.com/",TRUE,504288,The Indian Express,FALSE
MhVS66mKq2I,Ahmedabad Plane Crash News Live Updates: Air India CEO Campbell Wilson Briefing | Air India Crash,42899,ahmedabad plane crash; air india plane crash; plane crash; plane crash in ahmedabad; ahmedabad plane crash news; ahmedabad plane crash live; passenger plane crash in ahmedabad; plane crash in ahmedabad live updates; ahmedabad mein plane crash; plane crash in Ahmedabad; Plane Crashes In Gujarat Ahmedabad; Ahmedabad plane crash news; Ahmedabad Airport news; Air India plane crash; Air India Ahmedabad crash; Air India crash video; Why did AI171 crash; Air India AI171 crash,"Ahmedabad Plane Crash News Live Updates: Air India CEO Campbell Wilson Briefing | Air India Crash

Air India Flight 171, a Boeing 787 Dreamliner, crashed in Ahmedabad on Thursday, killing 241 passengers and crew. The aircraft took off from Ahmedabad airport and was en route to London's Gatwick. Shortly after takeoff, the pilot issued a mayday signal before the plane lost altitude and crashed into a hostel, resulting in a massive fireball.
#boeing787 #boeing787dreamliner #airsafety #injuredpassengers #emergencyresponse #internationalflight #airindia #airport #indianaviation #gatwickairport #londongatwick #242 
#ahmedabadplanecrash #ahmedabadairplanecrash #ahmedabadnews #planecrashnewslive #planecrashnews #gujaratnews #gujaratplanecrashnews #gujaratplanecrashnewslive #indiatodaynews #indiatodaylive #indiatodaylivestream 

#rajdeepsardesai #gauravsawant #preetichoudhry #poojashali #snehamordani #akshitanandagopal #primetimenews 

Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video. 

All you need to do is PRESS THE BELL ICON next to the Subscribe button! 

India Today TV is India's leading English News Channel. India Today YouTube channel offers latest news videos on Politics, Business, Cricket, Bollywood, Lifestyle, Auto, Technology, Travel, Entertainment and a lot more. 

Stay tuned for latest updates and in-depth analysis of news from India and around the world! 

WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter: https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",TRUE,18709,India Today,FALSE
iMT76ZQlmMM,"Ahmedabad Plane Crash | CCTV Video Shows Air India Flight Trying To Take Off, Crashing Into Building",65,NDTV 24x7; breaking news; current affairs; latest news; live news; ndtv; ndtv live 24x7 english news; top news; Air India Flight; Air India Ahmedabad; Ahmedabad Airplane Crash; Air India Ahmedabad Crash; Air India Plane News; Air India Flight News Today; Show= NDTV Digital Originals; category= news; Digital Teaser; BJ Medical College Ahmedabad,"Air India Dreamliner crash: The Ahmedabad airport CCTV footage showed a very short flight of 32 seconds from the time the landing gears left the runway to the time of impact.

#AirIndiaFlight #AirIndiaAhmedabad #AhmedabadAirplaneCrash #AirIndiaCrashVideo #AirIndiaAhmedabadCrash #AirIndiaPlaneNews #AirIndiaFlightNewsToday


About NDTV (English news channel):

NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile.

For Latest Videos, click here: https://www.youtube.com/playlist?list=PLYSfYVdrOZvh5iPadUPTAg3sxFD_DZpT_

To watch NDTV 24x7's premium shows listed together for your easy access, click here: https://www.youtube.com/@NDTV/playlists?view=50&sort=dd&shelf_id=5

For Ground Reports and Analysis from NDTV's reporters and anchors of day's top news stories, click here: https://www.youtube.com/playlist?list=PLYSfYVdrOZvgHr6OHiZYKbr_21MOmvk04

For News in Shorts, click here: https://www.youtube.com/playlist?list=PLYSfYVdrOZvjJ8fhLPk_Fz4tFARkpG-Y-

Subscribe to our channel to get latest news updates.

Follow us on Social Media:
Like us on Facebook: https://www.facebook.com/ndtv/
Follow us on Twitter: https://twitter.com/ndtv/
Follow us on Instagram: https://www.instagram.com/ndtv/
Follow us on WhatsApp: https://whatsapp.com/channel/0029Va4lixw7z4kcvZI9JM12
Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi

Follow us on Google News for Breaking and Latest News Updates:
NDTV: https://bit.ly/3e5ngbP
NDTV India (Hindi News): https://bit.ly/3mNVwMY

Download NDTV Mobile Apps: http://www.ndtv.com/page/apps

#BreakingNews #LatestNews #TodayNews #News #IndiaNews #NDTV #CurrentAffairs",TRUE,1679424,NDTV,FALSE
HuGAY-jxMqs,"Miracle Survivor, Ramesh,  Found In Air India Plane Crash, Jumped From Seat 11A | Ahmedabad Crash",323,ahmedabad plane crash; plane crash in ahmedabad; air india plane crash; plane crash; plane crash news; plane crash ahmedabad; ahmedabad plane crash news; gujarat plane crash; air india crash ahmedabad; ahmedabad airport plane crash; plane crash in ahmedabad airport; ahmedabad plane crash 2025; ahmedabad mein plane crash; ahmedabad gujarat plane crash; ahmedabad plane crash live; plane crash in ahmedabad live updates; air india plane crash in ahmedabad; ahmedabad news,"An Air India plane has crashed in a residential area near Ahmedabad. The Ahmedabad Police Commissioner reports one survivor from seat 11A, who jumped from the flight and is under treatment. The plane crashed into a medical hostel mess, where approximately 30 doctors were present. Gujarat Chief Minister Bhupendra Patel has reached the crash site to assess the situation. Union Home Minister Amit Shah is expected to visit shortly.
#airindiacrash #planecrash #ahmedabadcrash #itwebvideos #miraclesurvivor #rescueoperation #gujarat
Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video.

All you need to do is PRESS THE BELL ICON next to the Subscribe button!

India Today TV is India's leading English News Channel. India Today YouTube channel offers latest news videos on Politics, Business, Cricket, Bollywood, Lifestyle, Auto, Technology, Travel, Entertainment and a lot more.

Stay tuned for latest updates and in-depth analysis of news from India and around the world!

WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter: https://twitter.com/IndiaToday

Facebook: https://www.facebook.com/IndiaToday",TRUE,1728205,India Today,FALSE
mO8ben51mRc,Air India crash: Investigators recover black box as families wait for answers,120,global news; Air India; Air India crash; Air India Flight 171; Air India Flight 171 black box; digital flight recorder; black box; Boeing 787 Dreamliner; plane crash; Air Canada plane crash,"Indian authorities have recovered the crucial flight recorder from Air India Flight 171, which crashed on Thursday in Ahmedabad. 

India’s civil aviation minister said Friday the black box recovery marks a crucial step forward in the investigation.

The crash killed 241 people on board the Boeing 787 Dreamliner and another 78 people were killed when the plane hit a medical school dorm. 

Nathaniel Dove has more on what the black box could tell us about the crash. 

For more info, please go to https://globalnews.ca/news/11237461/air-india-plane-crash/
Subscribe to Global News Channel HERE: http://bit.ly/20fcXDc
Like Global News on Facebook HERE: http://bit.ly/255GMJQ
Follow Global News on X HERE: http://bit.ly/1Toz8mt
Follow Global News on Instagram HERE: https://bit.ly/2QZaZIB
#airindiacrash #GlobalNews",TRUE,510722,Global News,FALSE
hSYtZ26dnGg,Pilot Sumit Sabharwal Issued A Mayday Minutes After Takeoff From Ahmedabad Airport | N18V,281,news18; cnn news18; ahmedabad plane crash; air india crash; ahmedabad air india crash reason; air india ai171 crash cause; air india crash investigation; boeing 787 crash india; engine failure air india; bird strike air india crash; dgca crash report 2025; mayday call air india flight; plane crash analysis india; ai171 black box findings; gujarat plane crash update; air india aviation accident; air india flight crash reasons; ats probe air india crash; flight recorder air india,"Seconds before one of India's deadliest aviation disasters, a voice crackled over the airwaves - a desperate call for help from the cockpit of Air India Flight AI-171. The pilot's haunting last message to Ahmedabad Air Traffic Control (ATC) now paints a chilling picture of the final moments before the aircraft crashed, killing at least 274 people.

#airindiaplanecrash #airindia #ahmedabadplanecrash #news18 


News18 Mobile App - https://onelink.to/desc-youtube",TRUE,2282833,CNN-News18,FALSE
WG3WCLDcHEk,"British national survives Air India plane crash, condition unknown",394,787; ABC News; Ahmedabad; Air India; Boeing; GMA; airport; crash; p_cmsid=2494279; p_vid=news-122779701; plane; survivor,"The Civil Hospital in Ahmedabad confirmed to ABC News that Ramesh Vishwaskumar, one passenger on the downed Air India flight, is alive and hospitalized there.

–––

Subscribe to ABC News on YouTube: https://abcnews.visitlink.me/59aJ1G

ABC News is your daily source of breaking national and world news, exclusive interviews and 24/7 live streaming coverage.

Download the ABC News app for the latest headlines and alerts: https://abcnews.go.com/devices

Watch 24/7 coverage of breaking news and live events on ABC News Live: https://www.youtube.com/watch?v=gN0PZCe-kwQ&ab_channel=ABCNews 

Watch full episodes of World News Tonight with David Muir here: https://youtube.com/playlist?list=PLQOa26lW-uI8ixlVw1NWu_l4Eh8iZW_qN&feature=shared 

Read ABC News reports online: http://abcnews.go.com

ABC News is the home to the #1 evening newscast “World News Tonight with David Muir,"" “Good Morning America,” “20/20,” “Nightline,” “This Week” with George Stephanopoulos, “ABC News Live Prime” with Linsey Davis, plus the daily news podcast “Start Here.”

Connect with ABC News on social media: 
Facebook: https://www.facebook.com/ABCNews 
Instagram: https://www.instagram.com/abcnews 
TikTok: https://www.tiktok.com/@abcnews 
X: https://twitter.com/ABC  
Threads: https://www.threads.net/@abcnews 
WhatsApp: https://whatsapp.com/channel/0029VajTNakKWEKkXoAPIR11
LinkedIn: https://www.linkedin.com/company/abcnews",TRUE,559662,ABC News,FALSE
6F6NqbrSxWg,Air India Ahmedabad Crash Veteran NTSB Investigator Greg Feith On What Videos Reveal,1781,ntsb; ntsb investigations; ntsb air crash investigation; ntsb air crash investigation today; plane crash survivor india; plane crash survivor; ahmedabad plane crash survivor; ahmedabad plane; ahmedabad plane crash; ahmedabad plane crash video; air india plane; air india plane crash; air india plane crash today; ahmedabad plane crash news; gujarat plane crash; gujarat plane crash news; ahmedabad news; ahmedabad flight crash news; ahmedabad flight crash; gujarat news,"Ahmedabad Plane Crash: Greg Feith, a former senior air safety investigator with the US National Transportation Safety Board (NTSB), draws on early video footage of the Thursday crash and his decades of experience to explain what may have gone wrong with AI 717, what questions investigators will now be asking, and why patience — not speculation — is essential in the hours and days after a crash.

#ntsb #ahmedabadplanecrash #airindia #airindiaplanecrash #airindianews #ahmedabadnews

The Indian Express covers a wide spectrum of national and international news, including daily updates, political developments, election coverage, gadget and mobile reviews, technology updates, entertainment news, Bollywood trends, sports news and public opinions on daily topics.

The Indian Express's comprehensive coverage extends to global events, providing insightful analysis on international affairs. With a focus on both Indian and global perspectives, the Indian Express delivers top-notch editorial analysis and in-depth reporting. Stay informed with the latest news, trends, explained and expert views from India and around the world.

You can search us on YouTube by: @indianexpress, indian express, indian express newspaper today,indian express newspaper,indian express editorial analysis,indian express analysis,indian express analysis today,indian express,indian express news,the indian express newspaper analysis,the indian express,the indian express newspaper analysis today,the indian express editorial analysis,the indian express newspaper.

Stay Tuned To Indian Express For More Updates: https://indianexpress.com/

Watch Out Our Weekly Shows:
?? Political Pulse - https://youtube.com/playlist?list=PLrDg7LoYgk9yWQFKrxgIIWgWV-Mbq2jwC
?? Express Explained In 60 Seconds - https://youtube.com/playlist?list=PLrDg7LoYgk9wf6MYiN9rR3zN3f-lWmfaS
?? Zero Hour with Derek O' Brien - https://youtube.com/playlist?list=PLrDg7LoYgk9w95L5sHxAhGVlNgsRFhMHq
?? Indian Express Explained - https://youtube.com/playlist?list=PLrDg7LoYgk9y8Wm50M57nutw5usWUkb-k
?? UPSC Essentials- https://www.youtube.com/watch?v=TuhtH8j4stw&list=PLrDg7LoYgk9wBTnLuSQmbj1_6U1K6IOYI

#LatestNews #BreakingNews #EnglishNews 

Subscribe to our Channel:
The Indian Express: http://goo.gl/RjJrX0

Subscribe to our Network Channels:
Jansatta (Hindi): https://www.youtube.com/c/Jansatta
Loksatta (Marathi): https://www.youtube.com/LOKSATTA
The Financial Express https://www.youtube.com/c/FinancialExpress
Express Drives (Auto): https://www.youtube.com/c/ExpressDrives
Inuth (Youth): https://www.youtube.com/c/InUthdotcom
Indian Express Bangla: https://www.youtube.com/c/IndianExpressBangla
Indian Express Punjab: https://www.youtube.com/@indianexpresspunjab
Indian Express Malayalam: https://www.youtube.com/c/iemalayalam
Indian Express Tamil: https://www.youtube.com/@indianexpresstamil

Connect with us:
Facebook: https://www.facebook.com/indianexpress
Twitter: https://twitter.com/indianexpress
Indian Express App: http://indianexpress.com/apps/
Official Website: https://indianexpress.com/",TRUE,148211,The Indian Express,FALSE
O_W-T8Xytzw,Doctor and family among Air India crash victims | BBC News India,136,air india; air india plane crash; air india crash; plane crash; india plane crash; ahmedabad plane crash air india; air india crash ahmedabad; air india flight crash ahmedabad; gujarat plane crash; air india plane crash news; ahmedabad mein plane crash; indian plane crash; air india plane crash in ahmedabad; crash; gatwick india plane crash; air india plane fell; air india flight crash; why did plane crash; plane crash victims; plane crash victims family; bbc news india,"A doctor and his family have been named among the victims of the Air India plane crash.

More than 240 people were killed on Thursday when a Boeing 787 bound for Gatwick crashed shortly after take off in Ahmedabad.

Dr Prateek Joshi, a radiologist at Royal Derby Hospital, his wife and three children were on board the flight, the Derby Hindu Temple in Pear Tree said.

In a post on social media, a spokesperson for the temple said they were praying ""to give strength to the bereaved family to bear this immense loss"".

The BBC's Navtej Johal spoke to the family's cousin in India and neighbours in the UK. 

#airindiacrash #ahmedabadplanecrash #planecrash 
#ahmedabadnews #planecrashnews #airindiaplanecrash 
#planecrashmoment #crashmoment #airindiaplanecrashmoment 
#planecrashvideo #airindiaplanecrashvideo #momentofplanecrash
#survivorsofplanecrash #planecrashsurvivors #airindiaplanecrashvictims 
#airindiasurvivor #causeofairindiacrash #whydidairindiaplanecrash 
#whydidairindiacrash #whatledtoairindiacrash #reasonforcrash 
#doctorfamily #victimsofaircrash #doctorfamilyaircrash #prateekjoshi




Click here to subscribe to our channel ???? https://bbc.in/3whmDp3
-----------------------------------
This is the official BBC News India channel. If you want to understand and follow the India story, we hope this will be your home. Here, you’ll find stories that move your heart and explainers, interviews and documentaries on issues that you care about.
Don’t expect a 24/7 stream of news, we are not that channel. But you can look forward to top-quality BBC journalism that will help you make sense of what’s happening around you.
Do comment on our videos and posts because we will be reading them and taking them on board, and if you like what we do, you can also find us here 
BBC Website ????https://bbc.in/3XjgjcP
Instagram ???? https://bbc.in/3GNTSVW
Facebook ????  https://bbc.in/3XgMc5M
Twitter ????  https://bbc.in/3XlbAXZ

Thanks for following us!

#BBCNewsIndia #India",TRUE,50460,BBC News India,FALSE
YI-m1lf9dYA,Ahmedabad Plane Crash: First Visuals From Air India Flight Crash Site; Rescue Ops Underway | N18V,301,ahmedabad plane crash; ahmedabad plane crash 2025; ahmedabad plane crash news; ahmedabad mein plane crash; air india plane crash; ahmedabad gujarat plane crash; plane crash in ahmedabad airport; gujarat plane crash; gujarat news; ahmedabad news; breaking news ahmedabad; plane crash in ahmedabad; gujarat aviation accident; ahmedabad crash news; gujarat plane crash 2025; ahmedabad airport incident; flight accident ahmedabad; plane crash breaking news; flight mishap ahmedabad,"#PlaneCrash: An Air India plane bound for London crashed in a locality near Ahmedabad airport on June 12, soon after taking off, police said.

“Flight AI171, operating Ahmedabad-London Gatwick, was involved in an incident today, 12 June 2025. At this moment, we are ascertaining the details and will share further updates at the earliest on http://airindia.com and on our X handle,” Air India posted on X

Emergency Contact: 011-24610843 | 9650391859

#FlightCrashReport #AirSafetyIndia #CrashLandingLIVE #RescueOperation #AviationAlert #FlightEmergency #FlightFromIndia #BlackBoxSearch #LiveCrashUpdate #CNBCTV18Digital
#CNBCTV18 

??CNBC TV18 LIVE TV: https://youtube.com/live/P857H4ej-MQ
SUBSCRIBE to our Channel: https://bit.ly/3nvEcxf
---------------------------------------------------------------------------------------------------------------------
                               ?? Check Out Top CNBC TV18 Playlist Videos: 
??Young Turks Reloaded with Shereen Bhan: https://www.youtube.com/playlist?list=PLjq9mRS1PfGAeBW0FxoO8D2cbKx8YPKAZ

?? World News: https://www.youtube.com/playlist?list=PLjq9mRS1PfGDHHT6b309VWbeVIxjc73r0

??CNBC TV18 Classic Interviews: https://www.youtube.com/playlist?list=PLjq9mRS1PfGDmfXVg7XEQngsCY9RoS-fv

??CNBC TV18 Digital: https://www.youtube.com/playlist?list=PLjq9mRS1PfGDCcaVZ_82M9vhLo9lGJYzo

??CNBC TV18 Weekend Special: https://www.youtube.com/playlist?list=PLjq9mRS1PfGBHEa5NnoKuUsX5GwxEGuri

??CNBC TV18 Next-Gen: https://www.youtube.com/playlist?list=PLjq9mRS1PfGA6roe9q3J9fq_gBIDjX2w7

??Overdrive Show: https://www.youtube.com/playlist?list=PLjq9mRS1PfGCnSVjfbWfNCJLrv-CqfGmH
??CNBC TV18 Newsreels: https://www.youtube.com/playlist?list=PLjq9mRS1PfGCmABWWQRX4NqGLCtScwqex

??Startup Streets: https://www.youtube.com/playlist?list=PLjq9mRS1PfGD3CzrtMr_VJRbIly6sfyFI

------------------------------------------------------------------------------------
You can also connect with CNBC-TV18 News Online
Catch the latest news: https://bit.ly/2YbpXBM

Follow CNBC-TV18 round the clock: https://www.cnbctv18.com/live-tv/

Stay updated with all the market action in real time: https://www.cnbctv18.com/market-live/

You can also stay updated with all the latest news on-the-go with CNBC-TV18 Minis: https://www.cnbctv18.com/minis/

Like us on Facebook: https://www.facebook.com/cnbctv18india/
Follow us on Twitter: https://twitter.com/CNBCTV18News
Follow us on Instagram: https://www.instagram.com/cnbctv18india/
Catch us on: Linkedin: https://in.linkedin.com/company/cnbc-tv18
n18oc_business

About CNBC-TV18: India's leading business news channel, CNBC-TV18 offers the most comprehensive coverage of businesses, the economy and the financial markets. Catch all your favourite shows, exclusive videos, big-ticket interviews and more here.",TRUE,594418,CNBC-TV18,FALSE
